Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
resale_list_for_sale,List for Sale,Poner en Venta,Mettre en Vente,Zum Verkauf Anbieten,Colocar à Venda,Metti in Vendita,Te Koop Aanbieden,Выставить на продажу,販売用にリスト,판매 등록,上架出售,上架出售,عرض للبيع,बिक्री के लिए सूचीबद्ध करें,Satışa Çıkar,Wystaw na Sprzedaż,ลงขาย,Jual
resale_listed_for_sale,Listed for Sale,Puesto en Venta,Mis en Vente,Zum Verkauf Angeboten,Colocado à Venda,Messo in Vendita,Te Koop Aangeboden,Выставлен на продажу,販売中,판매 등록됨,已上架出售,已上架出售,معروض للبيع,बिक्री के लिए सूचीबद्ध,Satışta,Wystawione na Sprzedaż,ลงขายแล้ว,Dijual
resale_listing_cancelled,Listing cancelled,Anuncio cancelado,Annonce annulée,Angebot storniert,Anúncio cancelado,Annuncio annullato,Aanbieding geannuleerd,Объявление отменено,リスティングがキャンセルされました,리스팅이 취소되었습니다,列表已取消,列表已取消,تم إلغاء الإعلان,लिस्टिंग रद्द कर दी गई,İlan iptal edildi,Oferta anulowana,รายการถูกยกเลิก,Listing dibatalkan
resale_manage_listing,Manage Listing,Gestionar Anuncio,Gérer l'Annonce,Angebot Verwalten,Gerenciar Anúncio,Gestisci Annuncio,Aanbieding Beheren,Управление объявлением,リスティングを管理,리스팅 관리,管理列表,管理列表,إدارة الإعلان,लिस्टिंग प्रबंधित करें,İlanı Yönet,Zarządzaj Ofertą,จัดการรายการ,Kelola Listing
resale_max_price,Max Price,Precio Máximo,Prix Maximum,Höchstpreis,Preço Máximo,Prezzo Massimo,Maximumprijs,Макс. цена,最大価格,최대 가격,最高价格,最高價格,السعر الأقصى,अधिकतम कीमत,Maks. Fiyat,Cena Maks.,ราคาสูงสุด,Harga Maks
resale_no_tickets,No Resale Tickets,Sin Boletos de Reventa,Pas de Billets de Revente,Keine Wiederverkaufstickets,Sem Ingressos de Revenda,Nessun Biglietto di Rivendita,Geen Doorverkoop Tickets,Нет билетов на перепродажу,リセールチケットはありません,재판매 티켓 없음,没有转售门票,沒有轉售門票,لا توجد تذاكر إعادة بيع,कोई पुनर्विक्रय टिकट नहीं,Yeniden Satış Bileti Yok,Brak Biletów Odsprzedaży,ไม่มีตั๋วขายต่อ,Tidak Ada Tiket Jual Kembali
resale_no_tickets_description,No resale tickets available right now.,No hay boletos de reventa disponibles en este momento.,Pas de billets de revente disponibles pour le moment.,Derzeit keine Wiederverkaufstickets verfügbar.,Nenhum ingresso de revenda disponível no momento.,Nessun biglietto di rivendita disponibile al momento.,Momenteel geen doorverkooptickets beschikbaar.,В данный момент нет билетов на перепродажу.,現在リセールチケットはありません。,현재 재판매 티켓이 없습니다.,目前没有可用的转售门票。,目前沒有可用的轉售門票。,لا تتوفر تذاكر إعادة بيع حالياً.,अभी कोई पुनर्विक्रय टिकट उपलब्ध नहीं है।,Şu anda yeniden satış bileti mevcut değil.,Brak dostępnych biletów odsprzedaży.,ตอนนี้ไม่มีตั๋วขายต่อ,Tidak ada tiket jual kembali tersedia saat ini.
resale_payout_method,Payout Method,Método de Pago,Méthode de Versement,Auszahlungsmethode,Método de Pagamento,Metodo di Pagamento,Uitbetalingsmethode,Метод выплаты,支払い方法,지급 방법,付款方式,付款方式,طريقة الدفع,भुगतान विधि,Ödeme Yöntemi,Metoda Wypłaty,วิธีการจ่ายเงิน,Metode Pembayaran
resale_payout_setup_required,Payout setup required,Se requiere configuración de pago,Configuration de paiement requise,Auszahlungseinrichtung erforderlich,Configuração de pagamento necessária,Configurazione pagamento richiesta,Uitbetalingsinstellingen vereist,Требуется настройка выплат,支払い設定が必要です,지급 설정 필요,需要付款设置,需要付款設定,إعداد الدفع مطلوب,भुगतान सेटअप आवश्यक,Ödeme kurulumu gerekli,Wymagana konfiguracja wypłat,ต้องตั้งค่าการจ่ายเงิน,Pengaturan pembayaran diperlukan
resale_payout_stripe_info,Payouts are processed via Stripe.,Los pagos se procesan a través de Stripe.,Les versements sont traités via Stripe.,Auszahlungen werden über Stripe abgewickelt.,Os pagamentos são processados via Stripe.,I pagamenti vengono elaborati tramite Stripe.,Uitbetalingen worden verwerkt via Stripe.,Выплаты обрабатываются через Stripe.,支払いはStripe経由で処理されます。,지급은 Stripe를 통해 처리됩니다.,付款通过Stripe处理。,付款透過Stripe處理。,تتم معالجة المدفوعات عبر Stripe.,भुगतान Stripe के माध्यम से संसाधित होते हैं।,Ödemeler Stripe üzerinden işlenir.,Wypłaty są przetwarzane przez Stripe.,การจ่ายเงินดำเนินการผ่าน Stripe,Pembayaran diproses melalui Stripe.
resale_payouts_enabled,Payouts enabled,Pagos habilitados,Versements activés,Auszahlungen aktiviert,Pagamentos habilitados,Pagamenti abilitati,Uitbetalingen ingeschakeld,Выплаты включены,支払いが有効,지급 활성화,付款已启用,付款已啟用,تم تمكين المدفوعات,भुगतान सक्षम,Ödemeler etkinleştirildi,Wypłaty włączone,เปิดใช้การจ่ายเงิน,Pembayaran diaktifkan
resale_sale_price,Sale Price,Precio de Venta,Prix de Vente,Verkaufspreis,Preço de Venda,Prezzo di Vendita,Verkoopprijs,Цена продажи,販売価格,판매 가격,售价,售價,سعر البيع,बिक्री मूल्य,Satış Fiyatı,Cena Sprzedaży,ราคาขาย,Harga Jual
resale_sell_ticket,Sell Ticket,Vender Boleto,Vendre le Billet,Ticket Verkaufen,Vender Ingresso,Vendi Biglietto,Ticket Verkopen,Продать билет,チケットを販売,티켓 판매,出售门票,出售門票,بيع التذكرة,टिकट बेचें,Bilet Sat,Sprzedaj Bilet,ขายตั๋ว,Jual Tiket
resale_set_price,Set Your Price,Establece Tu Precio,Fixez Votre Prix,Legen Sie Ihren Preis Fest,Defina Seu Preço,Imposta il Tuo Prezzo,Stel Uw Prijs In,Установите свою цену,価格を設定,가격을 설정하세요,设定您的价格,設定您的價格,حدد سعرك,अपनी कीमत निर्धारित करें,Fiyatınızı Belirleyin,Ustaw Swoją Cenę,ตั้งราคาของคุณ,Tentukan Harga Anda
resale_setup_payouts_first,Set up payouts first,Configura los pagos primero,Configurez d'abord les versements,Richten Sie zuerst die Auszahlung ein,Configure os pagamentos primeiro,Configura prima i pagamenti,Stel eerst uitbetalingen in,Сначала настройте выплаты,まず支払いを設定してください,먼저 지급을 설정하세요,请先设置付款,請先設定付款,قم بإعداد المدفوعات أولاً,पहले भुगतान सेट करें,Önce ödemeleri ayarlayın,Najpierw skonfiguruj wypłaty,ตั้งค่าการจ่ายเงินก่อน,Atur pembayaran terlebih dahulu
resale_tap_setup_bank,Tap to set up your bank account,Toca para configurar tu cuenta bancaria,Appuyez pour configurer votre compte bancaire,"Tippen Sie, um Ihr Bankkonto einzurichten",Toque para configurar sua conta bancária,Tocca per configurare il tuo conto bancario,Tik om uw bankrekening in te stellen,Нажмите для настройки банковского счета,タップして銀行口座を設定,탭하여 은행 계좌를 설정하세요,点击设置您的银行账户,點擊設定您的銀行帳戶,انقر لإعداد حسابك البنكي,अपना बैंक खाता सेट करने के लिए टैप करें,Banka hesabınızı kurmak için dokunun,"Stuknij, aby skonfigurować konto bankowe",แตะเพื่อตั้งค่าบัญชีธนาคารของคุณ,Ketuk untuk mengatur rekening bank Anda
resale_ticket_listed,Ticket listed for sale!,¡Boleto puesto en venta!,Billet mis en vente !,Ticket zum Verkauf angeboten!,Ingresso colocado à venda!,Biglietto messo in vendita!,Ticket te koop aangeboden!,Билет выставлен на продажу!,チケットが販売用にリストされました！,티켓이 판매 등록되었습니다!,门票已上架出售！,門票已上架出售！,تم عرض التذكرة للبيع!,टिकट बिक्री के लिए सूचीबद्ध!,Bilet satışa çıkarıldı!,Bilet wystawiony na sprzedaż!,ตั๋วถูกลงขายแล้ว!,Tiket telah didaftarkan untuk dijual!
resale_ticket_visible,Your ticket will be visible to buyers.,Tu boleto será visible para los compradores.,Votre billet sera visible par les acheteurs.,Ihr Ticket wird für Käufer sichtbar sein.,Seu ingresso ficará visível para compradores.,Il tuo biglietto sarà visibile agli acquirenti.,Uw ticket zal zichtbaar zijn voor kopers.,Ваш билет будет виден покупателям.,あなたのチケットは購入者に表示されます。,귀하의 티켓이 구매자에게 표시됩니다.,您的门票将对买家可见。,您的門票將對買家可見。,ستكون تذكرتك مرئية للمشترين.,आपका टिकट खरीदारों को दिखाई देगा।,Biletiniz alıcılara görünür olacak.,Twój bilet będzie widoczny dla kupujących.,ตั๋วของคุณจะปรากฏแก่ผู้ซื้อ,Tiket Anda akan terlihat oleh pembeli.
resale_tickets,Resale Tickets,Boletos de Reventa,Billets de Revente,Wiederverkaufstickets,Ingressos de Revenda,Biglietti di Rivendita,Doorverkoop Tickets,Билеты на перепродажу,リセールチケット,재판매 티켓,转售门票,轉售門票,تذاكر إعادة البيع,पुनर्विक्रय टिकट,Yeniden Satış Biletleri,Bilety Odsprzedaż,ตั๋วขายต่อ,Tiket Jual Kembali
resale_transfer_note,Ticket will be transferred to the buyer on purchase.,El boleto se transferirá al comprador en la compra.,Le billet sera transféré à l'acheteur lors de l'achat.,Das Ticket wird beim Kauf an den Käufer übertragen.,O ingresso será transferido para o comprador na compra.,Il biglietto verrà trasferito all'acquirente al momento dell'acquisto.,Het ticket wordt bij aankoop overgedragen aan de koper.,Билет будет передан покупателю при покупке.,チケットは購入時に買い手に移転されます。,티켓은 구매 시 구매자에게 이전됩니다.,门票将在购买时转让给买家。,門票將在購買時轉讓給買家。,سيتم نقل التذكرة إلى المشتري عند الشراء.,टिकट खरीद पर खरीदार को हस्तांतरित किया जाएगा।,Bilet satın alındığında alıcıya aktarılacaktır.,Bilet zostanie przeniesiony na kupującego po zakupie.,ตั๋วจะถูกโอนไปยังผู้ซื้อเมื่อซื้อ,Tiket akan ditransfer ke pembeli saat pembelian.
resale_valid_price,Please enter a valid price,Por favor ingresa un precio válido,Veuillez entrer un prix valide,Bitte geben Sie einen gültigen Preis ein,Por favor insira um preço válido,Inserisci un prezzo valido,Voer een geldige prijs in,"Пожалуйста, введите корректную цену",有効な価格を入力してください,유효한 가격을 입력하세요,请输入有效价格,請輸入有效價格,يرجى إدخال سعر صالح,कृपया एक मान्य कीमत दर्ज करें,Lütfen geçerli bir fiyat girin,Proszę podać prawidłową cenę,กรุณาใส่ราคาที่ถูกต้อง,Silakan masukkan harga yang valid
